race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
White,3 to 6 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,4
White,8 years,No,Some prison sentence,Sexual Assault,Male,b1,3
Black,15 to 25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,26
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
White,2 years,No,Some prison sentence,Forgery,Male,b4,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,20
White,Life,Yes,Life in prison/death,Murder,Male,b1,21
Hispanic,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,5 to life,No,Some prison sentence,Arson,Male,b2,11
Black,60 years,No,Some prison sentence,Murder,Male,b1,0
Black,20 years,No,Some prison sentence,Attempted Murder,Male,b1,8
Hispanic,20 to Life,No,Some prison sentence,Murder,Male,b1,3
White,25 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,44
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,23
Hispanic,Probation,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,3
White,32 years and 6 months,No,Some prison sentence,Robbery,Male,b2,8
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,20
Black,Life,Yes,Life in prison/death,Murder,Male,b1,6
White,28 to life,No,Some prison sentence,Other Nonviolent Felony,Male,b8,15
White,2 years and 5 months,No,Some prison sentence,Threats,Male,b9,7
White,20 years,No,Some prison sentence,Robbery,Male,b2,4
White,50 years,No,Some prison sentence,Murder,Female,b1,12
White,50 years,No,Some prison sentence,Murder,Male,b1,12
White,8 months and 10 days,No,Some prison sentence,Sex Offender Registration,Male,b5,4
White,Life,Yes,Life in prison/death,Murder,Male,b1,16
Hispanic,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,15
Black,Life,Yes,Life in prison/death,Murder,Male,b1,5
White,100 years,No,Some prison sentence,Murder,Male,b1,23
Black,75 to life,No,Some prison sentence,Murder,Male,b1,3
Black,Death,Yes,Life in prison/death,Murder,Male,b1,6
White,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,14 to 28 years,No,Some prison sentence,Attempted Murder,Male,b1,9
Black,72 years,No,Some prison sentence,Sexual Assault,Male,b1,7
White,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,16
Hispanic,16 to life,No,Some prison sentence,Child Sex Abuse,Male,b2,9
Black,60 years,No,Some prison sentence,Robbery,Male,b2,14
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,15
Hispanic,1 year and 6 months,No,Some prison sentence,Immigration,Male,b6,2
White,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,24
White,Life,Yes,Life in prison/death,Murder,Female,b1,7
White,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
White,20 years,No,Some prison sentence,Other Nonviolent Felony,Male,b8,4
Asian,Life,Yes,Life in prison/death,Murder,Male,b1,16
Asian,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
White,Death,Yes,Life in prison/death,Murder,Male,b1,28
Asian,8 years,No,Some prison sentence,Manslaughter,Male,b1,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,22
Black,15 to 30 years,No,Some prison sentence,Sexual Assault,Male,b1,3
White,Life,Yes,Life in prison/death,Murder,Female,b1,21
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,19
White,15 years,No,Some prison sentence,Manslaughter,Male,b1,1
White,20 years,No,Some prison sentence,Murder,Male,b1,12
Black,21 to life,No,Some prison sentence,Murder,Male,b1,19
Hispanic,25 to Life,No,Some prison sentence,Murder,Male,b1,15
Black,8 years and 6 months,No,Some prison sentence,Theft,Male,b4,5
White,2 years and 10 months,No,Some prison sentence,Fraud,Male,b6,7
Hispanic,21 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,27
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,5 to 10 years,No,Some prison sentence,Assault,Male,b2,16
Black,10 to 25 years,No,Some prison sentence,Robbery,Male,b2,9
White,Probation,No,Probation/not sentenced/unknown,Assault,Male,b2,1
White,Not sentenced,No,Probation/not sentenced/unknown,Fraud,Female,b6,2
Black,5 years,No,Some prison sentence,Other Nonviolent Felony,Male,b8,3
White,7 years and 8 months,No,Some prison sentence,Assault,Male,b2,5
Black,6 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
Black,12 years and 8 months,No,Some prison sentence,Sexual Assault,Male,b1,3
White,Not sentenced,No,Probation/not sentenced/unknown,Fraud,Female,b6,2
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,8 years,No,Some prison sentence,Sexual Assault,Male,b1,7
Black,10 to 25 years,No,Some prison sentence,Other Violent Felony,Male,b3,3
Black,Not sentenced,No,Probation/not sentenced/unknown,Attempted Murder,Male,b1,3
Black,120 years,No,Some prison sentence,Murder,Male,b1,20
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,20
Asian,Life,Yes,Life in prison/death,Attempted Murder,Male,b1,13
White,65 years,No,Some prison sentence,Murder,Male,b1,15
Black,48 days,No,Some prison sentence,Failure to Pay Child Support,Female,b7,4
White,Death,Yes,Life in prison/death,Murder,Male,b1,33
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,2
White,30 to life,No,Some prison sentence,Child Sex Abuse,Male,b2,3
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,26
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
White,12 1/2 to 25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
White,99 years,No,Some prison sentence,Murder,Female,b1,5
White,40 years,No,Some prison sentence,Murder,Male,b1,10
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
White,16 to Life,No,Some prison sentence,Murder,Male,b1,24
Black,Probation,No,Probation/not sentenced/unknown,Failure to Pay Child Support,Male,b7,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,20 to Life,No,Some prison sentence,Murder,Male,b1,4
White,5 years and 2 months,No,Some prison sentence,Traffic Offense,Male,b7,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,17
Black,25 to 50 years,No,Some prison sentence,Other Nonviolent Felony,Male,b8,10
White,40 to 100 years,No,Some prison sentence,Murder,Female,b1,15
Hispanic,1 year,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
Black,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
Black,Probation,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,14
Black,17 years,No,Some prison sentence,Sexual Assault,Male,b1,2
White,5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,26
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Black,25 to life,No,Some prison sentence,Murder,Male,b1,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,15
Black,Life,Yes,Life in prison/death,Murder,Male,b1,46
Black,3 1/2 to 7 years,No,Some prison sentence,Assault,Male,b2,0
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,25
White,15 to life,No,Some prison sentence,Murder,Female,b1,16
Black,8 to 24 years,No,Some prison sentence,Sexual Assault,Male,b1,7
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,44
Black,25 years,No,Some prison sentence,Murder,Male,b1,8
Hispanic,13 years,No,Some prison sentence,Robbery,Male,b2,2
Hispanic,1 1/2 years to 4 1/2 years,No,Some prison sentence,Robbery,Male,b2,31
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,24
Hispanic,3 years,No,Some prison sentence,Child Sex Abuse,Male,b2,8
Black,60 years,No,Some prison sentence,Murder,Male,b1,24
Black,210 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
White,361 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,Life,Yes,Life in prison/death,Murder,Female,b1,5
White,11 to Life,No,Some prison sentence,Sexual Assault,Male,b1,21
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,1 year and 4 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Native American,4 years,No,Some prison sentence,Assault,Male,b2,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,26
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,6
Black,24 to life,No,Some prison sentence,Murder,Male,b1,2
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
Black,Unknown,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,2
Black,30 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,13
Black,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,3
Black,6 years,No,Some prison sentence,Sexual Assault,Male,b1,19
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,9
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,7 years,No,Some prison sentence,Sex Offender Registration,Male,b5,3
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,19
Black,50 years,No,Some prison sentence,Murder,Male,b1,30
Hispanic,1 year and 4 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Hispanic,53 to Life,No,Some prison sentence,Attempted Murder,Male,b1,7
Hispanic,3 years,No,Some prison sentence,Sexual Assault,Male,b1,4
White,25 to Life,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
White,2 years,No,Some prison sentence,Fraud,Male,b6,9
White,35 years,No,Some prison sentence,Sexual Assault,Male,b1,12
White,Life without parole,Yes,Life in prison/death,Sexual Assault,Male,b1,12
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,19
White,Bad conduct discharge,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,3
White,120 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
Black,90 1/2  to life,No,Some prison sentence,Attempted Murder,Male,b1,20
Black,8 to 16 years,No,Some prison sentence,Attempted Murder,Male,b1,6
Hispanic,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Black,25 years to Life,No,Some prison sentence,Murder,Male,b1,26
White,4 years,No,Some prison sentence,Fraud,Male,b6,9
Black,8 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,10 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
White,2 to 6 years,No,Some prison sentence,Bribery,Male,b6,5
Asian,Probation,No,Probation/not sentenced/unknown,Fraud,Male,b6,3
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,8
Black,Death,Yes,Life in prison/death,Murder,Male,b1,19
White,3 months,No,Some prison sentence,Child Sex Abuse,Male,b2,23
White,10 to 20 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
White,5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,15
White,8 to 10 years,No,Some prison sentence,Arson,Male,b2,5
White,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,2
White,3 to 20 years,No,Some prison sentence,Arson,Male,b2,6
White,15 to Life,No,Some prison sentence,Murder,Male,b1,21
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,3
Black,4 years,No,Some prison sentence,Robbery,Male,b2,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,6
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Black,15 to Life,No,Some prison sentence,Manslaughter,Male,b1,30
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,6
Black,3 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Hispanic,40 years and 8 months,No,Some prison sentence,Robbery,Male,b2,11
Hispanic,25 to Life,No,Some prison sentence,Murder,Male,b1,16
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,30
Hispanic,20 years,No,Some prison sentence,Murder,Male,b1,3
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,4
Hispanic,25 years,No,Some prison sentence,Murder,Male,b1,22
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,6
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,15
Black,10 to 20 years,No,Some prison sentence,Robbery,Male,b2,8
Black,11 1/2 to 15 1/4 years,No,Some prison sentence,Kidnapping,Male,b3,11
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,34
White,Life,Yes,Life in prison/death,Murder,Male,b1,9
Hispanic,58 years,No,Some prison sentence,Murder,Female,b1,6
Hispanic,5 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,4
White,2 years,No,Some prison sentence,Child Sex Abuse,Male,b2,0
Hispanic,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,6 years,No,Some prison sentence,Fraud,Male,b6,4
Asian,6 months,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Hispanic,Life without parole,Yes,Life in prison/death,Kidnapping,Male,b3,28
Black,3 years and 10 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
Black,20 years,No,Some prison sentence,Murder,Male,b1,23
Black,Death,Yes,Life in prison/death,Murder,Male,b1,5
White,35 years,No,Some prison sentence,Murder,Female,b1,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,34
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,80 years,No,Some prison sentence,Sexual Assault,Male,b1,19
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,7
Hispanic,15 years,No,Some prison sentence,Child Sex Abuse,Female,b2,18
Black,2 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,19
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,4
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,48
White,35 years,No,Some prison sentence,Sexual Assault,Male,b1,29
White,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,2
White,20 years and 10 months,No,Some prison sentence,Sexual Assault,Male,b1,6
White,Probation,No,Probation/not sentenced/unknown,Fraud,Female,b6,7
White,Not sentenced,No,Probation/not sentenced/unknown,Perjury,Male,b6,4
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,16
Black,25 to life,No,Some prison sentence,Murder,Male,b1,28
White,6 months,No,Some prison sentence,Child Sex Abuse,Male,b2,4
White,1 year and 8 months,No,Some prison sentence,Perjury,Male,b6,2
Black,15 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,Death,Yes,Life in prison/death,Murder,Male,b1,21
White,12 years,No,Some prison sentence,Robbery,Male,b2,3
Black,18 to life,No,Some prison sentence,Murder,Male,b1,11
White,Life,Yes,Life in prison/death,Murder,Male,b1,7
Black,25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,7
Black,15 to Life,No,Some prison sentence,Child Sex Abuse,Male,b2,17
Black,Life,Yes,Life in prison/death,Murder,Male,b1,1
Black,Death,Yes,Life in prison/death,Murder,Male,b1,30
Black,25 to life,No,Some prison sentence,Murder,Male,b1,7
White,Death,Yes,Life in prison/death,Murder,Male,b1,20
Black,Death,Yes,Life in prison/death,Murder,Male,b1,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,3
Black,55 years,No,Some prison sentence,Murder,Male,b1,19
White,Life,Yes,Life in prison/death,Murder,Male,b1,12
Black,5 to 10 years,No,Some prison sentence,Sexual Assault,Male,b1,12
Black,43 years,No,Some prison sentence,Murder,Male,b1,1
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,Death,Yes,Life in prison/death,Murder,Male,b1,4
White,20 to 22 years and 4 months,No,Some prison sentence,Child Sex Abuse,Male,b2,12
White,20 to 22 years and 4 months,No,Some prison sentence,Child Sex Abuse,Female,b2,12
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
White,20 years,No,Some prison sentence,Child Abuse,Male,b2,8
White,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,11
Black,12 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,7
White,3 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Black,9 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,13
White,30 years to life,No,Some prison sentence,Murder,Male,b1,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,1
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,5
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,13
Black,4 years and 6 months,No,Some prison sentence,Robbery,Male,b2,4
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,33
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,23
White,10 years,No,Some prison sentence,Manslaughter,Male,b1,8
Black,16 to 27 years,No,Some prison sentence,Attempted Murder,Male,b1,4
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,27
Black,45 years,No,Some prison sentence,Murder,Male,b1,13
Black,Life,Yes,Life in prison/death,Murder,Male,b1,23
White,60 days,No,Some prison sentence,Assault,Male,b2,1
Black,12 years,No,Some prison sentence,Robbery,Male,b2,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,31
Black,24 to life,No,Some prison sentence,Murder,Male,b1,21
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
Black,Life,Yes,Life in prison/death,Attempted Murder,Male,b1,20
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
Black,100 years,No,Some prison sentence,Sexual Assault,Male,b1,31
Black,29 years,No,Some prison sentence,Assault,Male,b2,40
White,13 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
White,Not sentenced,No,Probation/not sentenced/unknown,Tax Evasion/Fraud,Male,b5,4
White,Not sentenced,No,Probation/not sentenced/unknown,Tax Evasion/Fraud,Male,b5,2
Black,Unknown,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,3
White,Probation,No,Probation/not sentenced/unknown,Assault,Male,b2,1
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,22
Black,Death,Yes,Life in prison/death,Murder,Male,b1,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,9 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
Black,11 years and 8 months,No,Some prison sentence,Assault,Male,b2,12
White,90 days,No,Some prison sentence,Fraud,Male,b6,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
White,48 years,No,Some prison sentence,Child Sex Abuse,Male,b2,13
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,29
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,4
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,18
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Theft,Female,b4,0
White,Life without parole,Yes,Life in prison/death,Murder,Female,b1,16
Hispanic,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
White,6 months,No,Some prison sentence,Drug Possession or Sale,Female,b5,0
Hispanic,35 years,No,Some prison sentence,Murder,Female,b1,30
Hispanic,12 years,No,Some prison sentence,Manslaughter,Male,b1,5
White,Probation,No,Probation/not sentenced/unknown,Theft,Female,b4,3
White,Probation,No,Probation/not sentenced/unknown,Fraud,Female,b6,4
Black,21 to 41 years,No,Some prison sentence,Sexual Assault,Male,b1,11
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
White,18 to 24 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,11 years,No,Some prison sentence,Robbery,Male,b2,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
White,47 years,No,Some prison sentence,Child Sex Abuse,Female,b2,6
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Black,25 to Life,No,Some prison sentence,Murder,Male,b1,7
Black,60 years,No,Some prison sentence,Murder,Male,b1,17
White,Death,Yes,Life in prison/death,Murder,Female,b1,25
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
Black,10 years,No,Some prison sentence,Robbery,Male,b2,6
White,25 years,No,Some prison sentence,Murder,Male,b1,16
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,22
Black,40 years,No,Some prison sentence,Sexual Assault,Male,b1,16
White,Life,Yes,Life in prison/death,Child Sex Abuse,Female,b2,6
Black,5 to Life,No,Some prison sentence,Robbery,Male,b2,3
Black,45 years,No,Some prison sentence,Sexual Assault,Male,b1,25
White,2 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,21
Black,Life,Yes,Life in prison/death,Murder,Male,b1,5
White,32 years,No,Some prison sentence,Assault,Male,b2,14
Black,Death,Yes,Life in prison/death,Murder,Male,b1,29
Black,Life,Yes,Life in prison/death,Murder,Male,b1,2
Black,20 to 40 years,No,Some prison sentence,Robbery,Male,b2,8
Black,26 to 45 years,No,Some prison sentence,Sexual Assault,Male,b1,10
White,15 years,No,Some prison sentence,Manslaughter,Male,b1,4
White,20 to 30 years,No,Some prison sentence,Murder,Female,b1,18
Black,12 years,No,Some prison sentence,Murder,Male,b1,14
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,14
Black,95 years,No,Some prison sentence,Murder,Male,b1,10
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
Black,Death,Yes,Life in prison/death,Murder,Male,b1,9
White,1 year and 6 months,No,Some prison sentence,Fraud,Male,b6,1
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,26
Black,Death,Yes,Life in prison/death,Murder,Male,b1,14
Black,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Black,31 years,No,Some prison sentence,Murder,Male,b1,13
Black,10 to 15 years,No,Some prison sentence,Murder,Male,b1,17
Black,36 to life,No,Some prison sentence,Murder,Male,b1,21
Black,30 years,No,Some prison sentence,Murder,Male,b1,22
Black,9 to 25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,7
Black,30 years,No,Some prison sentence,Sexual Assault,Male,b1,14
White,48 years,No,Some prison sentence,Child Sex Abuse,Male,b2,13
White,60 to 90 years,No,Some prison sentence,Sexual Assault,Male,b1,12
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,7
White,22 years,No,Some prison sentence,Murder,Female,b1,11
Black,90 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,6 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,30 to 50 years,No,Some prison sentence,Murder,Male,b1,20
Hispanic,15 to Life,No,Some prison sentence,Murder,Male,b1,13
Hispanic,55 years,No,Some prison sentence,Murder,Male,b1,22
Hispanic,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,7 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,5
White,7 years and 6 months,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Black,13 to 32 years,No,Some prison sentence,Attempted Murder,Male,b1,2
Black,12 to 27 years,No,Some prison sentence,Robbery,Male,b2,3
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,1
Black,6 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,22
Hispanic,3 to 5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,14
White,75 years,No,Some prison sentence,Sexual Assault,Male,b1,17
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
Black,25 to Life,No,Some prison sentence,Murder,Male,b1,3
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,5
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,19
Black,Life,Yes,Life in prison/death,Murder,Male,b1,32
White,Death,Yes,Life in prison/death,Murder,Male,b1,7
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,17
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,90 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,4
Black,76 years,No,Some prison sentence,Murder,Male,b1,10
White,12 years,No,Some prison sentence,Robbery,Male,b2,2
White,15 to Life,No,Some prison sentence,Murder,Male,b1,9
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,7 to 15 years,No,Some prison sentence,Manslaughter,Male,b1,4
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,15
White,Life,Yes,Life in prison/death,Murder,Male,b1,8
Black,29 years,No,Some prison sentence,Assault,Male,b2,40
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,34
Hispanic,15 to Life,No,Some prison sentence,Murder,Male,b1,13
Hispanic,4 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,2
White,6 months,No,Some prison sentence,Drug Possession or Sale,Female,b5,1
Hispanic,12 1/2 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,9
Hispanic,10 to Life,No,Some prison sentence,Murder,Male,b1,5
White,68 years,No,Some prison sentence,Robbery,Male,b2,28
White,62 years,No,Some prison sentence,Attempted Murder,Male,b1,8
Black,70 years,No,Some prison sentence,Murder,Male,b1,27
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,2
Hispanic,3 years,No,Some prison sentence,Robbery,Male,b2,2
Hispanic,18 to 22 years,No,Some prison sentence,Murder,Male,b1,5
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,24
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,18
Black,48 years,No,Some prison sentence,"Attempt, Violent",Male,b3,28
White,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,0
Black,50 years,No,Some prison sentence,Murder,Male,b1,16
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Black,Death,Yes,Life in prison/death,Murder,Male,b1,17
